,Date,Auction ID,Final Judgment,Assessed Value,Plaintiff Max Bid,Status,Sold Amount,Time Sold,Beds,Bath,Living Area,Lot Size,ZEstimate,Docket Count,Day Count,Place in Line,Court Year,Status Binary,Association Binary,Defendant Count,Previous Auctions
2905,2020-01-07,1244126,375766.37,178336.00,HIDDEN,Sold to Plaintiff,206100.00,10:00 AM,3.0,2.0,1186.0,3721.0,325152,106.0,86,57,2018,1.0,1.0,5.0,1.0
2906,2020-01-07,1241975,262641.04,75756.00,HIDDEN,Sold to 3rd Party,202100.00,10:06 AM,2.0,1.0,1012.0,9350.0,290299,83.0,86,59,2018,1.0,0.0,2.0,2.0
2907,2020-01-07,1243956,13276.75,238417.00,HIDDEN,Other,,,3.0,2.0,1464.0,3643.0,188982,103.0,86,61,2018,,1.0,2.0,2.0
2908,2020-01-07,1243897,503752.88,177710.00,HIDDEN,Canceled per County,,,4.0,2.0,1890.0,8172.0,404244,81.0,86,62,2018,0.0,1.0,6.0,3.0
2909,2020-01-07,1239504,492438.25,186408.00,HIDDEN,Canceled per Order,,,4.0,2.0,1711.0,9048.0,314545,124.0,86,13,2015,0.0,0.0,3.0,2.0
2910,2020-01-07,1243080,29195.92,539096.00,HIDDEN,Canceled per Order,,,3.0,2.0,1870.0,0.0,499193,35.0,86,85,2019,0.0,1.0,1.0,1.0
2911,2020-01-07,1240595,434614.86,271520.00,HIDDEN,Canceled per County,,,3.0,2.0,1736.0,5568.0,451501,67.0,86,60,2018,0.0,0.0,3.0,3.0
2912,2020-01-07,1242821,159286.52,76048.00,160819.53,Sold to Plaintiff,100.00,10:49 AM,2.0,2.0,1080.0,0.0,215556,43.0,86,83,2019,1.0,1.0,2.0,1.0
2913,2020-01-07,1243632,437942.93,371500.00,HIDDEN,Sold to Plaintiff,352100.00,10:03 AM,2.0,2.0,1804.0,0.0,467689,56.0,86,58,2018,1.0,1.0,2.0,3.0
2914,2020-01-07,1239731,296870.95,302220.00,HIDDEN,Sold to Plaintiff,230300.00,10:39 AM,7.0,3.0,2843.0,8040.0,433508,86.0,86,70,2019,1.0,1.0,3.0,1.0
2915,2020-01-07,1242813,69553.66,87585.00,HIDDEN,Sold to 3rd Party,206200.00,10:27 AM,3.0,2.0,1350.0,7875.0,282666,62.0,86,66,2018,1.0,0.0,5.0,1.0
2916,2020-01-07,1243948,49242.21,311505.00,HIDDEN,Canceled per Order,,,4.0,2.0,2491.0,12542.0,615681,69.0,86,79,2019,0.0,0.0,4.0,1.0
2917,2020-01-07,1245670,123382.93,81800.00,HIDDEN,Canceled per County,,,1.0,2.0,1080.0,0.0,129048,87.0,86,52,2018,0.0,1.0,8.0,2.0
2918,2020-01-07,1239601,506114.88,325001.00,HIDDEN,Canceled per Order,,,4.0,3.0,1985.0,7772.0,485269,133.0,86,17,2016,0.0,1.0,8.0,5.0
2920,2020-01-07,1242917,104359.74,76230.00,72151.87,Sold to Plaintiff,100.00,10:41 AM,0.0,1.0,360.0,0.0,117909,67.0,86,74,2019,1.0,1.0,7.0,1.0
2921,2020-01-07,1239762,163716.54,125457.00,HIDDEN,Sold to Plaintiff,160100.00,10:48 AM,3.0,2.0,1175.0,0.0,191719,55.0,86,81,2019,1.0,1.0,3.0,1.0
2922,2020-01-07,1238500,191404.69,202632.00,HIDDEN,Canceled per Order,,,4.0,2.0,1842.0,7950.0,316932,77.0,86,47,2018,0.0,0.0,5.0,4.0
2923,2020-01-07,1240150,276613.95,116984.00,HIDDEN,Sold to Plaintiff,90200.00,09:11 AM,1.0,1.0,638.0,0.0,149212,136.0,86,18,2016,1.0,1.0,5.0,1.0
2924,2020-01-07,1239657,306914.27,84298.00,HIDDEN,Canceled per County,,,3.0,2.0,1308.0,7950.0,286432,57.0,86,19,2016,0.0,0.0,6.0,1.0
2925,2020-01-07,1240261,372607.27,292594.00,347490.00,Sold to Plaintiff,600.00,09:14 AM,4.0,2.0,2188.0,21708.0,427220,166.0,86,21,2016,1.0,0.0,2.0,5.0
2926,2020-01-07,1239660,300996.26,135841.00,HIDDEN,Sold to 3rd Party,177800.00,09:42 AM,2.0,1.0,913.0,3500.0,285265,73.0,86,50,2018,1.0,0.0,5.0,1.0
2927,2020-01-07,1242812,301785.10,329710.00,306831.14,Canceled per County,,,4.0,3.0,2580.0,6023.0,478847,122.0,86,45,2018,0.0,0.0,10.0,1.0
2928,2020-01-07,1240145,254815.78,180320.00,HIDDEN,Sold to Plaintiff,224200.00,09:33 AM,2.0,2.0,1028.0,2268.0,270387,89.0,86,43,2018,1.0,1.0,7.0,1.0
2929,2020-01-07,1243079,326146.23,377808.00,334136.81,Sold to 3rd Party,334200.00,10:40 AM,3.0,2.0,2828.0,5265.0,497699,60.0,86,71,2019,1.0,0.0,2.0,1.0
2930,2020-01-07,1239733,1541760.41,910795.00,HIDDEN,Canceled per Order,,,6.0,8.0,6334.0,39204.0,2137850,55.0,86,76,2019,0.0,0.0,3.0,2.0
2931,2020-01-07,1239581,165074.96,131300.00,HIDDEN,Canceled per County,,,3.0,2.0,1300.0,0.0,162018,75.0,86,72,2019,0.0,1.0,4.0,3.0
2932,2020-01-07,1243616,203333.89,294767.00,HIDDEN,Canceled per Order,,,4.0,2.0,1894.0,1495.0,378854,51.0,86,77,2019,0.0,1.0,4.0,1.0
2933,2020-01-07,1239507,184708.98,149198.00,126650.00,Sold to 3rd Party,126800.00,10:37 AM,1.0,2.0,790.0,2160.0,191208,86.0,86,68,2019,1.0,1.0,6.5,3.0
2934,2020-01-07,1238554,240280.47,119539.00,HIDDEN,Canceled per Order,,,3.0,2.0,1298.0,3667.0,327664,123.0,86,46,2018,0.0,0.0,6.0,6.0
2935,2020-01-07,1241984,287942.97,247029.00,283500.00,Sold to Plaintiff,600.00,09:10 AM,3.0,2.0,2146.0,4950.0,393603,87.0,86,16,2016,1.0,1.0,5.0,3.0
2936,2020-01-07,1243950,475678.79,107079.00,HIDDEN,Sold to Plaintiff,220600.00,10:45 AM,2.0,1.0,1560.0,8375.0,0,66.0,86,75,2019,1.0,1.0,3.0,1.0
2937,2020-01-07,1239674,558008.28,239722.00,HIDDEN,Canceled per County,,,3.0,2.0,1005.0,6825.0,403884,53.0,86,73,2019,0.0,0.0,4.0,1.0
2938,2020-01-06,1243710,174032.81,164549.00,HIDDEN,Canceled per Order,,,3.0,2.0,1369.0,3668.0,274596,215.0,211,11,2012,0.0,1.0,24.0,1.0
2940,2020-01-06,1241607,657269.64,319810.00,HIDDEN,Canceled per Bankruptcy,,,5.0,4.0,3294.0,5150.0,532019,130.0,211,20,2014,0.0,1.0,6.0,4.0
2941,2020-01-06,1236849,173419.29,114779.00,HIDDEN,Canceled per County,,,5.0,2.0,1856.0,6000.0,336806,171.0,211,15,2013,0.0,0.0,2.0,4.0
2942,2020-01-06,1240889,874569.78,267825.00,HIDDEN,Canceled per Bankruptcy,,,4.0,2.0,2404.0,6000.0,423070,168.0,211,14,2013,0.0,1.0,9.0,5.0
2943,2020-01-06,1237951,249627.28,108355.00,HIDDEN,Canceled per County,,,3.0,2.0,1739.0,9300.0,304987,161.0,211,9,2012,0.0,0.0,5.0,3.0
2944,2020-01-06,1234769,463976.11,229105.00,353000.00,Canceled per Bankruptcy,,,3.0,1.0,1275.0,8104.0,398141,211.0,211,13,2013,0.0,0.0,2.0,8.0
2945,2020-01-06,1242916,171482.20,242946.00,HIDDEN,Other,,,3.0,2.0,1615.0,5600.0,358666,278.0,211,16,2013,,1.0,2.0,4.0
2946,2020-01-06,1241128,128127.99,106314.00,HIDDEN,Canceled per Bankruptcy,,,3.0,2.0,1350.0,7600.0,311395,90.0,211,10,2012,0.0,0.0,4.0,1.0
2947,2020-01-06,1237783,1162377.26,196936.00,HIDDEN,Canceled per Order,,,4.0,3.0,1917.0,8600.0,0,237.0,211,18,2014,0.0,0.0,4.0,2.0
2948,2020-01-06,1235029,523321.79,132401.00,209790.00,Canceled per Order,,,3.0,2.0,1652.0,1.0,365172,134.0,211,17,2014,0.0,0.0,1.0,2.0
2949,2020-01-06,1238390,564371.55,307557.00,HIDDEN,Sold to Plaintiff,375600.00,09:43 AM,3.0,2.0,1946.0,5100.0,449773,84.0,211,49,2016,1.0,1.0,5.0,2.0
2950,2020-01-06,1240266,380014.75,149728.00,HIDDEN,Canceled per Order,,,3.0,2.0,1988.0,4652.0,354804,259.0,211,19,2014,0.0,1.0,8.0,9.0
2951,2020-01-06,1241794,241512.13,47343.00,HIDDEN,Sold to Plaintiff,65800.00,09:22 AM,1.0,1.0,804.0,0.0,159778,183.0,211,21,2014,1.0,1.0,12.0,1.0
2952,2020-01-06,1240268,603372.55,307188.00,HIDDEN,Canceled per Order,,,4.0,2.0,2227.0,8000.0,312619,146.0,211,22,2014,0.0,0.0,4.0,5.0
2953,2020-01-06,1240596,584929.35,236000.00,249762.09,Sold to 3rd Party,249800.00,09:24 AM,4.0,2.0,1780.0,1575.0,310572,214.0,211,23,2014,1.0,1.0,23.0,2.0
2954,2020-01-06,1236768,727623.37,252751.00,400643.92,Canceled per County,,,5.0,3.0,3367.0,28350.0,0,165.0,211,52,2016,0.0,0.0,4.0,5.0
2955,2020-01-06,1239988,577598.51,267809.00,HIDDEN,Canceled per Bankruptcy,,,3.0,2.0,2221.0,6301.0,477911,114.0,211,31,2015,0.0,1.0,3.0,4.0
2956,2020-01-06,1235789,400492.87,285007.00,HIDDEN,Sold to 3rd Party,300100.00,09:46 AM,3.0,1.0,1665.0,5300.0,530563,131.0,211,54,2016,1.0,0.0,4.5,2.0
2957,2020-01-06,1241745,194954.76,113344.00,HIDDEN,Sold to Plaintiff,142900.00,10:50 AM,2.0,2.0,750.0,0.0,0,107.0,211,80,2017,1.0,1.0,11.0,1.0
2959,2020-01-06,1240951,465507.12,124413.00,224197.00,Sold to 3rd Party,228000.00,10:08 AM,3.0,2.0,1154.0,6300.0,347390,118.0,211,61,2017,1.0,0.0,6.0,3.0
2960,2020-01-06,1229705,239786.70,59189.00,155000.00,Sold to Plaintiff,1700.00,10:52 AM,1.0,1.0,672.0,0.0,162395,129.0,211,84,2017,1.0,1.0,4.0,1.0
2961,2020-01-06,1241795,328610.00,149018.00,HIDDEN,Canceled per County,,,2.0,1.0,944.0,5400.0,265104,221.0,211,117,2018,0.0,0.0,3.0,3.0
2962,2020-01-06,1237946,302680.82,212854.00,HIDDEN,Canceled per Bankruptcy,,,3.0,1.0,1884.0,7650.0,316660,227.0,211,12,2013,0.0,0.0,8.0,6.0
2963,2020-01-06,1232159,742779.55,281828.00,HIDDEN,Sold to Plaintiff,285400.00,09:39 AM,5.0,2.0,3023.0,10125.0,396515,137.0,211,46,2016,1.0,1.0,6.0,1.0
2964,2020-01-06,1237944,966275.53,964186.00,HIDDEN,Sold to Plaintiff,907200.00,09:18 AM,6.0,4.0,3285.0,6088.0,1483386,270.0,211,5,2009,1.0,1.0,6.0,7.0
2965,2020-01-06,1243121,350320.89,201691.00,219000.00,Canceled per Bankruptcy,,,3.0,2.0,1960.0,2500.0,292273,238.0,211,4,2009,0.0,1.0,2.0,11.0
2966,2020-01-06,1240949,206634.96,69790.00,HIDDEN,Sold to Plaintiff,195400.00,09:37 AM,3.0,1.0,1424.0,7500.0,273698,128.0,211,42,2016,1.0,0.0,2.5,2.0
2968,2020-01-06,1237794,624455.78,364964.00,HIDDEN,Canceled per Order,,,5.0,4.0,3399.0,7860.0,421155,135.0,211,44,2016,0.0,1.0,3.0,7.0
2969,2020-01-06,1241103,199817.79,153406.00,139900.00,Canceled per Bankruptcy,,,1.0,1.0,918.0,0.0,188576,135.0,211,45,2016,0.0,1.0,8.0,4.0
2970,2020-01-06,1225563,378829.40,122843.00,HIDDEN,Sold to Plaintiff,190100.00,11:25 AM,4.0,2.0,1782.0,0.0,190009,69.0,211,104,2018,1.0,1.0,3.0,1.0
2971,2020-01-06,1235465,290654.87,352543.00,HIDDEN,Canceled per Order,,,4.0,4.0,2251.0,8320.0,452427,164.0,211,47,2016,0.0,0.0,5.0,1.0
2972,2020-01-06,1243014,653181.52,257499.00,275300.00,Sold to Plaintiff,300.00,09:40 AM,3.0,2.0,1220.0,0.0,436694,156.0,211,48,2016,1.0,1.0,7.0,2.0
2973,2020-01-06,1238885,92343.95,106680.00,92343.95,Canceled per Order,,,2.0,2.0,1472.0,7500.0,303275,90.0,211,50,2016,0.0,0.0,2.0,3.0
2974,2020-01-06,1241564,173970.51,101336.00,HIDDEN,Canceled per Order,,,3.0,2.0,1115.0,1735.0,0,149.0,211,27,2015,0.0,1.0,9.0,5.0
2975,2020-01-06,1238035,287291.03,92461.00,HIDDEN,Canceled per County,,,4.0,2.0,1856.0,5350.0,367678,91.0,211,62,2017,0.0,1.0,4.0,2.0
2976,2020-01-06,1231382,536046.64,310715.00,333380.00,Sold to Plaintiff,100.00,09:25 AM,3.0,3.0,1226.0,0.0,308249,76.0,211,25,2014,1.0,1.0,3.0,1.0
2977,2020-01-06,1237952,283425.37,161657.00,HIDDEN,Canceled per Order,,,2.0,1.0,1407.0,6752.46,204054,93.0,211,53,2016,0.0,0.0,7.0,4.0
2979,2020-01-06,1241476,275301.69,204969.00,HIDDEN,Canceled per Bankruptcy,,,3.0,2.0,1146.0,2977.0,343142,328.0,211,1,2009,0.0,0.0,8.0,15.0
2980,2020-01-06,1236187,530136.99,123875.00,HIDDEN,Sold to Plaintiff,248600.00,09:02 AM,3.0,1.0,2230.0,9375.0,250036,153.0,211,2,2009,1.0,0.0,5.0,1.0
2981,2020-01-06,1241127,612099.87,340804.00,426026.49,Sold to 3rd Party,535100.00,09:12 AM,3.0,2.0,2050.0,15983.0,680641,147.0,211,3,2009,1.0,1.0,3.0,2.0
2982,2020-01-06,1240192,280410.32,140969.00,HIDDEN,Canceled per Order,,,3.0,1.0,1176.0,10000.0,404374,325.0,211,82,2017,0.0,0.0,1.0,1.0
2983,2020-01-06,1241332,65918.06,61538.00,65918.06,Sold to 3rd Party,146700.00,10:29 AM,2.0,2.0,856.0,0.0,174714,138.0,211,66,2017,1.0,1.0,12.0,3.0
2984,2020-01-06,1228966,232397.50,74792.00,HIDDEN,Canceled per County,,,2.0,1.0,1694.0,7497.0,292078,104.0,211,85,2017,0.0,0.0,2.0,1.0
2985,2020-01-06,1230638,220739.59,102330.00,HIDDEN,Sold to Plaintiff,160100.00,10:01 AM,4.0,2.0,1274.0,6423.75,0,112.0,211,58,2017,1.0,0.0,8.0,1.0
2986,2020-01-06,1241764,235461.51,87635.00,146882.25,Canceled per Order,,,3.0,2.0,1580.0,10725.0,307679,151.0,211,59,2017,0.0,1.0,2.0,7.0
2987,2020-01-06,1234501,415411.56,171000.00,148200.00,Sold to 3rd Party,148800.00,10:51 AM,1.0,1.0,1000.0,0.0,214175,130.0,211,83,2017,1.0,1.0,5.5,1.0
2988,2020-01-06,1235581,6830.13,42088.00,HIDDEN,Canceled per Order,,,3.0,2.0,1120.0,4350.0,248075,138.0,211,37,2015,0.0,0.0,3.0,7.0
2989,2020-01-06,1236777,616217.88,472403.00,687044.82,Sold to Plaintiff,516000.00,10:09 AM,4.0,3.0,4186.0,15350.0,762124,164.0,211,63,2017,1.0,0.0,5.0,9.0
2990,2020-01-06,1229003,75231.97,79345.00,HIDDEN,Canceled per Order,,,2.0,2.0,870.0,0.0,179993,79.0,211,160,2019,0.0,1.0,4.0,2.0
2991,2020-01-06,1240614,138043.56,77899.00,HIDDEN,Canceled per Order,,,2.0,1.0,825.0,8276.48,198405,88.0,211,94,2018,0.0,0.0,5.0,3.0
2992,2020-01-06,1238177,295668.78,212000.00,HIDDEN,Sold to Plaintiff,247800.00,11:12 AM,3.0,2.0,1474.0,0.0,320305,77.0,211,96,2018,1.0,1.0,5.0,1.0
2993,2020-01-06,1243070,159895.67,235515.00,177531.51,Sold to 3rd Party,238600.00,09:58 AM,4.0,3.0,1550.0,7420.0,400156,174.0,211,56,2016,1.0,0.0,10.0,3.0
2994,2020-01-06,1240887,611049.54,271693.00,HIDDEN,Canceled per County,,,3.0,2.0,1665.0,5000.0,378686,100.0,211,60,2017,0.0,1.0,7.0,2.0
2995,2020-01-06,1236205,822460.02,576167.00,HIDDEN,Canceled per Order,,,3.0,2.0,2484.0,8000.0,0,144.0,211,67,2017,0.0,1.0,5.0,1.0
2996,2020-01-06,1234421,433766.14,241114.00,HIDDEN,Canceled per Order,,,4.0,2.0,2023.0,8480.0,446959,112.0,211,73,2017,0.0,1.0,6.0,4.0
2997,2020-01-06,1234725,127827.28,53845.00,78500.00,Sold to Plaintiff,51000.00,11:00 AM,2.0,2.0,905.0,0.0,84839,117.0,211,90,2017,1.0,1.0,7.0,1.0
2998,2020-01-06,1230502,561179.10,265000.00,301949.81,Canceled per Bankruptcy,,,3.0,2.0,1854.0,1495.0,361486,135.0,211,68,2017,0.0,1.0,6.0,1.0
2999,2020-01-06,1229518,913038.22,601913.00,HIDDEN,Canceled per Order,,,5.0,3.0,3646.0,15680.0,834208,136.0,211,76,2017,0.0,1.0,7.0,2.0
3000,2020-01-06,1238179,381893.39,278723.00,HIDDEN,Sold to Plaintiff,291100.00,10:37 AM,3.0,2.0,1511.0,5250.0,378370,119.0,211,74,2017,1.0,1.0,7.0,1.0
3001,2020-01-06,1238137,482432.62,128644.00,181480.51,Sold to 3rd Party,215600.00,10:39 AM,3.0,2.0,1868.0,7750.0,330155,98.0,211,75,2017,1.0,0.0,4.0,2.0
3002,2020-01-06,1235788,319815.81,165031.00,HIDDEN,Canceled per Order,,,3.0,2.0,1087.0,9622.0,270082,134.0,211,72,2017,0.0,0.0,4.0,8.0
3003,2020-01-06,1241297,216131.27,132383.00,HIDDEN,Canceled per County,,,4.0,2.0,2327.0,4750.0,297640,110.0,211,77,2017,0.0,1.0,3.0,6.0
3004,2020-01-06,1239884,684992.44,217978.00,HIDDEN,Canceled per Order,,,4.0,2.0,2694.0,7950.0,443457,84.0,211,70,2017,0.0,1.0,1.0,2.0
3005,2020-01-06,1241909,520073.67,156886.00,325700.00,Canceled per County,,,3.0,2.0,1876.0,5278.0,349909,112.0,211,35,2015,0.0,1.0,6.5,5.0
3006,2020-01-06,1226994,155540.88,319084.00,HIDDEN,Canceled per County,,,4.0,3.0,2272.0,7321.0,450464,145.0,211,57,2016,0.0,1.0,6.0,8.0
3007,2020-01-06,1241773,7904.50,132710.00,HIDDEN,Sold to 3rd Party,12100.00,10:47 AM,3.0,2.0,1322.0,2813.0,290113,105.0,211,78,2017,1.0,1.0,6.0,4.0
3008,2020-01-06,1235909,883398.38,530060.00,HIDDEN,Canceled per Order,,,6.0,5.0,5162.0,40482.0,0,162.0,211,79,2017,0.0,0.0,6.0,7.0
3009,2020-01-06,1238195,111323.15,43062.00,114098.34,Sold to 3rd Party,189100.00,11:09 AM,3.0,1.0,1058.0,7500.0,260162,129.0,211,95,2018,1.0,0.0,6.0,1.0
3010,2020-01-06,1240648,554713.79,262260.00,226980.00,Sold to 3rd Party,251000.00,10:59 AM,5.0,3.0,2726.0,5211.0,0,112.0,211,86,2017,1.0,1.0,5.0,1.0
3011,2020-01-06,1235988,86087.30,112031.00,HIDDEN,Canceled per County,,,2.0,2.0,1193.0,0.0,194083,111.0,211,87,2017,0.0,1.0,7.0,2.0
3012,2020-01-06,1240182,121967.43,69244.00,HIDDEN,Canceled per Order,,,2.0,2.0,840.0,0.0,0,93.0,211,88,2017,0.0,1.0,8.0,4.0
3013,2020-01-06,1229944,234075.13,87424.00,HIDDEN,Canceled per Order,,,2.0,1.0,968.0,0.0,186073,141.0,211,69,2017,0.0,1.0,5.0,2.0
3015,2020-01-06,1240349,183953.94,76320.00,HIDDEN,Canceled per County,,,4.0,2.0,1322.0,11314.0,281569,122.0,211,39,2016,0.0,0.0,3.0,2.0
3016,2020-01-06,1242884,182675.04,260747.00,HIDDEN,Canceled per Order,,,4.0,2.0,1932.0,7008.08,415125,97.0,211,65,2017,0.0,1.0,5.0,4.0
3017,2020-01-06,1235645,338858.80,181291.00,190350.00,Sold to Plaintiff,69100.00,10:30 AM,4.0,3.0,1765.0,4189.0,264342,103.0,211,71,2017,1.0,1.0,9.0,1.0
3018,2020-01-06,1237824,235250.30,262922.00,HIDDEN,Canceled per Order,,,4.0,4.0,2640.0,7500.0,389172,100.0,211,91,2017,0.0,1.0,6.0,4.0
3019,2020-01-06,1243625,197483.53,86148.00,HIDDEN,Sold to 3rd Party,90000.00,11:02 AM,3.0,2.0,1209.0,5000.0,217236,166.0,211,92,2017,1.0,1.0,18.0,1.0
3020,2020-01-06,1231276,222571.56,94776.00,HIDDEN,Sold to Plaintiff,190200.00,11:17 AM,2.0,2.0,1130.0,2750.0,214891,89.0,211,101,2018,1.0,1.0,5.0,1.0
3021,2020-01-06,1231683,226808.95,75333.00,120625.00,Sold to Plaintiff,76100.00,10:10 AM,2.0,2.0,892.0,0.0,142612,121.0,211,64,2017,1.0,1.0,4.0,3.0
3022,2020-01-06,1241913,269486.43,106256.00,HIDDEN,Canceled per Order,,,3.0,2.0,1240.0,0.0,280297,83.0,211,98,2018,0.0,1.0,6.0,3.0
3023,2020-01-06,1241081,702641.44,220000.00,HIDDEN,Canceled per County,,,3.0,2.0,1564.0,2500.0,275067,110.0,211,99,2018,0.0,1.0,8.5,3.0
3024,2020-01-06,1244663,114835.56,48150.00,HIDDEN,Canceled per County,,,1.0,1.0,775.0,0.0,66501,83.0,211,100,2018,0.0,1.0,4.0,2.0
3025,2020-01-06,1236870,1388264.09,516712.00,HIDDEN,Canceled per Order,,,4.0,3.0,3955.0,9200.0,1647447,341.0,211,8,2012,0.0,1.0,9.0,7.0
3026,2020-01-06,1237630,154341.80,77889.00,HIDDEN,Canceled per Order,,,1.0,1.0,870.0,0.0,0,183.0,211,55,2016,0.0,1.0,7.0,3.0
3027,2020-01-06,1241019,386451.45,272000.00,300900.00,Canceled per Bankruptcy,,,2.0,2.0,1030.0,0.0,308382,73.0,211,102,2018,0.0,1.0,7.0,4.0
3028,2020-01-06,1240259,181224.81,145869.00,HIDDEN,Canceled per Order,,,2.0,1.0,1326.0,1.0,288091,99.0,211,103,2018,0.0,0.0,6.0,2.0
3029,2020-01-06,1230478,85352.65,46871.00,HIDDEN,Canceled per Order,,,3.0,1.0,870.0,6750.0,0,124.0,211,81,2017,0.0,0.0,3.0,5.0
3030,2020-01-06,1241755,774837.85,426287.00,HIDDEN,Canceled per Order,,,3.0,2.0,2549.0,15327.0,630953,98.0,211,36,2015,0.0,1.0,1.0,6.0
3031,2020-01-06,1241750,164500.00,225000.00,HIDDEN,Canceled per County,,,3.0,3.0,1460.0,0.0,299481,125.0,211,97,2018,0.0,1.0,5.0,7.0
3032,2020-01-06,1241738,338724.64,85353.00,234668.00,Sold to 3rd Party,234700.00,01:48 PM,3.0,1.0,1506.0,9525.0,350093,85.0,211,185,2019,1.0,0.0,7.0,1.0
3033,2020-01-06,1238196,458159.05,154916.00,HIDDEN,Canceled per Bankruptcy,,,3.0,2.0,2028.0,7600.0,413119,130.0,211,34,2015,0.0,1.0,5.0,4.0
3034,2020-01-06,1237987,246807.89,374321.00,HIDDEN,Canceled per Order,,,2.0,2.0,1256.0,5000.0,585526,84.0,211,132,2018,0.0,0.0,4.0,5.0
3035,2020-01-06,1238540,480722.82,268268.00,HIDDEN,Sold to Plaintiff,260100.00,11:54 AM,4.0,3.0,2980.0,8000.0,550214,81.0,211,110,2018,1.0,0.0,5.0,1.0
3036,2020-01-06,1234496,414860.49,169020.00,HIDDEN,Sold to Plaintiff,145100.00,11:56 AM,1.0,1.0,1005.0,0.0,219549,96.0,211,111,2018,1.0,1.0,5.0,1.0
3037,2020-01-06,1243431,866278.26,499976.00,HIDDEN,Canceled per Order,,,4.0,2.0,2580.0,6686.0,780504,127.0,211,112,2018,0.0,1.0,5.0,1.0
3038,2020-01-06,1230677,320709.04,219922.00,HIDDEN,Sold to Plaintiff,250800.00,12:08 PM,3.0,2.0,1170.0,3806.0,0,70.0,211,114,2018,1.0,0.0,5.0,1.0
3039,2020-01-06,1236162,188981.80,137053.00,HIDDEN,Sold to 3rd Party,188800.00,12:17 PM,3.0,2.0,1192.0,0.0,234418,106.0,211,115,2018,1.0,1.0,8.0,1.0
3040,2020-01-06,1238150,14305.92,206959.00,HIDDEN,Canceled per Order,,,3.0,2.0,1968.0,4000.0,299414,68.0,211,116,2018,0.0,1.0,2.0,2.0
3041,2020-01-06,1225174,490118.36,805582.00,493118.36,Canceled per County,,,5.0,4.0,4251.0,23500.0,1171338,77.0,211,93,2017,0.0,0.0,4.0,1.0
3042,2020-01-06,1236168,189116.64,222283.00,HIDDEN,Canceled per Order,,,5.0,2.0,1584.0,15000.0,381876,146.0,211,41,2016,0.0,0.0,6.5,3.0
3043,2020-01-06,1241737,212661.43,386253.00,HIDDEN,Canceled per Order,,,3.0,2.0,2596.0,4800.0,526836,42.0,211,203,2019,0.0,1.0,4.0,1.0
3044,2020-01-06,1238231,93050.28,121014.00,HIDDEN,Canceled per County,,,2.0,2.0,1960.0,6900.0,357678,119.0,211,38,2016,0.0,0.0,5.0,6.0
3045,2020-01-06,1226716,411979.71,183778.00,215250.00,Sold to 3rd Party,215300.00,12:49 PM,3.0,2.0,1758.0,6318.0,298219,111.0,211,147,2018,1.0,1.0,9.0,1.0
3046,2020-01-06,1225166,689255.72,440163.00,708226.26,Sold to Plaintiff,169100.00,12:19 PM,6.0,4.0,3300.0,13816.0,756857,82.0,211,121,2018,1.0,1.0,4.0,1.0
3047,2020-01-06,1229007,349834.69,133667.00,HIDDEN,Canceled per Order,,,3.0,3.0,1775.0,1540.0,341225,78.0,211,122,2018,0.0,1.0,4.0,2.0
3048,2020-01-06,1237917,10047.85,91347.00,50000.00,Other,,,2.0,1.0,1432.0,0.0,180738,54.0,211,171,2019,,1.0,2.0,1.0
3049,2020-01-06,1240583,435574.19,162037.00,284000.00,Canceled per County,,,4.0,2.0,1716.0,6532.0,305317,105.0,211,124,2018,0.0,1.0,6.0,4.0
3050,2020-01-06,1238049,261843.84,67521.00,HIDDEN,Canceled per Order,,,3.0,2.0,1165.0,5000.0,293106,104.0,211,125,2018,0.0,0.0,8.0,2.0
3051,2020-01-06,1229008,206685.37,204784.00,217992.20,Sold to 3rd Party,220100.00,12:24 PM,4.0,2.0,2006.0,12496.4,320616,93.0,211,126,2018,1.0,0.0,1.0,1.0
3052,2020-01-06,1240478,77114.44,1006000.00,HIDDEN,Canceled per Order,,,3.0,2.0,2398.0,0.0,0,90.0,211,127,2018,0.0,1.0,2.0,2.0
3053,2020-01-06,1228576,176733.63,44055.00,HIDDEN,Canceled per County,,,3.0,1.0,999.0,4796.0,231454,86.0,211,128,2018,0.0,1.0,5.0,3.0
3054,2020-01-06,1243165,293162.12,178640.00,HIDDEN,Sold to Plaintiff,173300.00,12:29 PM,2.0,2.0,1100.0,0.0,217555,78.0,211,129,2018,1.0,1.0,5.0,1.0
3055,2020-01-06,1243429,376964.46,165636.00,HIDDEN,Canceled per County,,,5.0,2.0,1689.0,9375.0,450174,89.0,211,130,2018,0.0,0.0,2.0,2.0
3056,2020-01-06,1227369,573685.84,169449.00,HIDDEN,Canceled per Order,,,3.0,2.0,1408.0,8900.0,452121,55.0,211,159,2018,0.0,1.0,5.0,1.0
3057,2020-01-06,1235795,131704.58,119999.00,133000.00,Canceled per Bankruptcy,,,3.0,2.0,2158.0,7875.0,326552,67.0,211,148,2018,0.0,0.0,2.0,2.0
3058,2020-01-06,1240275,190405.66,57624.00,124020.00,Sold to Plaintiff,1300.00,01:41 PM,0.0,0.0,904.0,0.0,0,49.0,211,181,2019,1.0,1.0,2.0,1.0
3059,2020-01-06,1235656,397248.46,279000.00,HIDDEN,Sold to Plaintiff,200100.00,01:24 PM,2.0,2.0,1980.0,0.0,331091,79.0,211,161,2019,1.0,1.0,5.0,2.0
